WEEK,LOCATION,SPECIES
7,LP,INCARNATA
7,LP,INCARNATA
7,LP,INCARNATA
7,LP,INCARNATA
7,LP,INCARNATA
7,LP,SYRIACA
7,LP,SYRIACA
7,LP,SYRIACA
7,LP,SYRIACA
7,LP,SYRIACA
7,LP,TUBEROSA
7,SH,INCARNATA
7,SH,INCARNATA
7,SH,INCARNATA
7,SH,INCARNATA
7,SH,INCARNATA
7,SH,SYRIACA
7,SH,SYRIACA
7,SH,SYRIACA
7,SH,SYRIACA
7,SH,SYRIACA
7,SH,TUBEROSA
7,SH,TUBEROSA
7,SH,TUBEROSA
7,SH,TUBEROSA
7,SH,TUBEROSA
7,ST,INCARNATA
7,ST,INCARNATA
7,ST,INCARNATA
7,ST,INCARNATA
7,ST,INCARNATA
7,ST,SYRIACA
7,ST,SYRIACA
7,ST,SYRIACA
7,ST,SYRIACA
7,ST,SYRIACA
7,ST,TUBEROSA
7,ST,TUBEROSA
7,ST,TUBEROSA
7,ST,TUBEROSA
7,ST,TUBEROSA
7,WE,SYRIACA
7,WE,SYRIACA
7,WE,SYRIACA
7,WE,SYRIACA
7,WE,SYRIACA
7,WE,TUBEROSA
7,WE,TUBEROSA
7,WE,TUBEROSA
7,WE,TUBEROSA
7,WE,TUBEROSA
8,AB,INCARNATA
8,AB,INCARNATA
8,AB,INCARNATA
8,AB,INCARNATA
8,AB,INCARNATA
8,AB,SYRIACA
8,AB,SYRIACA
8,AB,SYRIACA
8,AB,SYRIACA
8,AB,SYRIACA
8,AB,TUBEROSA
8,AB,TUBEROSA
8,AB,TUBEROSA
8,AB,TUBEROSA
8,AB,TUBEROSA
8,AN,INCARNATA
8,AN,INCARNATA
8,AN,INCARNATA
8,AN,INCARNATA
8,AN,INCARNATA
8,AN,SYRIACA
8,AN,SYRIACA
8,AN,SYRIACA
8,AN,SYRIACA
8,AN,SYRIACA
8,AN,TUBEROSA
8,AN,TUBEROSA
8,AN,TUBEROSA
8,AN,TUBEROSA
8,AN,TUBEROSA
8,AW,INCARNATA
8,AW,INCARNATA
8,AW,INCARNATA
8,AW,INCARNATA
8,AW,INCARNATA
8,AW,SYRIACA
8,AW,SYRIACA
8,AW,SYRIACA
8,AW,SYRIACA
8,AW,SYRIACA
8,AW,TUBEROSA
8,AW,TUBEROSA
8,AW,TUBEROSA
8,AW,TUBEROSA
8,AW,TUBEROSA
8,EB,INCARNATA
8,EB,INCARNATA
8,EB,INCARNATA
8,EB,INCARNATA
8,EB,INCARNATA
8,EB,SYRIACA
8,EB,SYRIACA
8,EB,SYRIACA
8,EB,SYRIACA
8,EB,SYRIACA
8,EB,TUBEROSA
8,EB,TUBEROSA
8,EB,TUBEROSA
8,EB,TUBEROSA
8,EB,TUBEROSA
8,HS,INCARNATA
8,HS,SYRIACA
8,HS,SYRIACA
8,HS,SYRIACA
8,HS,SYRIACA
8,HS,SYRIACA
8,HS,TUBEROSA
8,HS,TUBEROSA
8,HS,TUBEROSA
8,HS,TUBEROSA
8,HS,TUBEROSA
8,JY,INCARNATA
8,JY,INCARNATA
8,JY,INCARNATA
8,JY,INCARNATA
8,JY,INCARNATA
8,JY,SYRIACA
8,JY,SYRIACA
8,JY,SYRIACA
8,JY,SYRIACA
8,JY,SYRIACA
8,JY,TUBEROSA
8,JY,TUBEROSA
8,JY,TUBEROSA
8,JY,TUBEROSA
8,JY,TUBEROSA
8,LP,INCARNATA
8,LP,INCARNATA
8,LP,INCARNATA
8,LP,INCARNATA
8,LP,INCARNATA
8,LP,SYRIACA
8,LP,SYRIACA
8,LP,SYRIACA
8,LP,SYRIACA
8,LP,SYRIACA
8,LP,TUBEROSA
8,SH,INCARNATA
8,SH,INCARNATA
8,SH,INCARNATA
8,SH,INCARNATA
8,SH,INCARNATA
8,SH,SYRIACA
8,SH,SYRIACA
8,SH,SYRIACA
8,SH,SYRIACA
8,SH,SYRIACA
8,SH,TUBEROSA
8,SH,TUBEROSA
8,SH,TUBEROSA
8,SH,TUBEROSA
8,SH,TUBEROSA
8,ST,INCARNATA
8,ST,INCARNATA
8,ST,INCARNATA
8,ST,INCARNATA
8,ST,INCARNATA
8,ST,SYRIACA
8,ST,SYRIACA
8,ST,SYRIACA
8,ST,SYRIACA
8,ST,SYRIACA
8,ST,TUBEROSA
8,ST,TUBEROSA
8,ST,TUBEROSA
8,ST,TUBEROSA
8,ST,TUBEROSA
8,WE,SYRIACA
8,WE,SYRIACA
8,WE,SYRIACA
8,WE,SYRIACA
8,WE,SYRIACA
8,WE,TUBEROSA
8,WE,TUBEROSA
8,WE,TUBEROSA
8,WE,TUBEROSA
8,WE,TUBEROSA
9,AB,INCARNATA
9,AB,INCARNATA
9,AB,INCARNATA
9,AB,INCARNATA
9,AB,INCARNATA
9,AB,SYRIACA
9,AB,SYRIACA
9,AB,SYRIACA
9,AB,SYRIACA
9,AB,SYRIACA
9,AB,TUBEROSA
9,AB,TUBEROSA
9,AB,TUBEROSA
9,AB,TUBEROSA
9,AB,TUBEROSA
9,AN,INCARNATA
9,AN,INCARNATA
9,AN,INCARNATA
9,AN,INCARNATA
9,AN,INCARNATA
9,AN,SYRIACA
9,AN,SYRIACA
9,AN,SYRIACA
9,AN,SYRIACA
9,AN,SYRIACA
9,AN,TUBEROSA
9,AN,TUBEROSA
9,AN,TUBEROSA
9,AN,TUBEROSA
9,AN,TUBEROSA
9,AW,INCARNATA
9,AW,INCARNATA
9,AW,INCARNATA
9,AW,INCARNATA
9,AW,INCARNATA
9,AW,SYRIACA
9,AW,SYRIACA
9,AW,SYRIACA
9,AW,SYRIACA
9,AW,SYRIACA
9,AW,TUBEROSA
9,AW,TUBEROSA
9,AW,TUBEROSA
9,AW,TUBEROSA
9,AW,TUBEROSA
9,EB,INCARNATA
9,EB,INCARNATA
9,EB,INCARNATA
9,EB,SYRIACA
9,EB,SYRIACA
9,EB,SYRIACA
9,EB,SYRIACA
9,EB,SYRIACA
9,EB,TUBEROSA
9,EB,TUBEROSA
9,EB,TUBEROSA
9,EB,TUBEROSA
9,EB,TUBEROSA
9,HS,INCARNATA
9,HS,SYRIACA
9,HS,SYRIACA
9,HS,SYRIACA
9,HS,SYRIACA
9,HS,SYRIACA
9,HS,TUBEROSA
9,HS,TUBEROSA
9,HS,TUBEROSA
9,HS,TUBEROSA
9,HS,TUBEROSA
9,JY,INCARNATA
9,JY,INCARNATA
9,JY,INCARNATA
9,JY,INCARNATA
9,JY,INCARNATA
9,JY,SYRIACA
9,JY,SYRIACA
9,JY,SYRIACA
9,JY,SYRIACA
9,JY,SYRIACA
9,JY,TUBEROSA
9,JY,TUBEROSA
9,JY,TUBEROSA
9,JY,TUBEROSA
9,JY,TUBEROSA
9,LP,INCARNATA
9,LP,INCARNATA
9,LP,INCARNATA
9,LP,INCARNATA
9,LP,INCARNATA
9,LP,SYRIACA
9,LP,SYRIACA
9,LP,SYRIACA
9,LP,SYRIACA
9,LP,SYRIACA
9,LP,TUBEROSA
9,SH,INCARNATA
9,SH,INCARNATA
9,SH,INCARNATA
9,SH,INCARNATA
9,SH,INCARNATA
9,SH,SYRIACA
9,SH,SYRIACA
9,SH,SYRIACA
9,SH,SYRIACA
9,SH,SYRIACA
9,SH,TUBEROSA
9,SH,TUBEROSA
9,SH,TUBEROSA
9,SH,TUBEROSA
9,SH,TUBEROSA
9,ST,INCARNATA
9,ST,INCARNATA
9,ST,INCARNATA
9,ST,INCARNATA
9,ST,INCARNATA
9,ST,SYRIACA
9,ST,SYRIACA
9,ST,SYRIACA
9,ST,SYRIACA
9,ST,SYRIACA
9,ST,TUBEROSA
9,ST,TUBEROSA
9,ST,TUBEROSA
9,ST,TUBEROSA
9,ST,TUBEROSA
9,WE,SYRIACA
9,WE,SYRIACA
9,WE,SYRIACA
9,WE,SYRIACA
9,WE,SYRIACA
9,WE,TUBEROSA
9,WE,TUBEROSA
9,WE,TUBEROSA
9,WE,TUBEROSA
9,WE,TUBEROSA
10,AB,INCARNATA
10,AB,INCARNATA
10,AB,INCARNATA
10,AB,INCARNATA
10,AB,INCARNATA
10,AB,SYRIACA
10,AB,SYRIACA
10,AB,SYRIACA
10,AB,SYRIACA
10,AB,SYRIACA
10,AB,TUBEROSA
10,AB,TUBEROSA
10,AB,TUBEROSA
10,AB,TUBEROSA
10,AB,TUBEROSA
10,AN,INCARNATA
10,AN,INCARNATA
10,AN,INCARNATA
10,AN,INCARNATA
10,AN,INCARNATA
10,AN,SYRIACA
10,AN,SYRIACA
10,AN,SYRIACA
10,AN,SYRIACA
10,AN,SYRIACA
10,AN,TUBEROSA
10,AN,TUBEROSA
10,AN,TUBEROSA
10,AN,TUBEROSA
10,AN,TUBEROSA
10,AW,INCARNATA
10,AW,INCARNATA
10,AW,INCARNATA
10,AW,INCARNATA
10,AW,INCARNATA
10,AW,SYRIACA
10,AW,SYRIACA
10,AW,SYRIACA
10,AW,SYRIACA
10,AW,SYRIACA
10,AW,TUBEROSA
10,AW,TUBEROSA
10,AW,TUBEROSA
10,AW,TUBEROSA
10,AW,TUBEROSA
10,EB,INCARNATA
10,EB,INCARNATA
10,EB,INCARNATA
10,EB,SYRIACA
10,EB,SYRIACA
10,EB,SYRIACA
10,EB,SYRIACA
10,EB,SYRIACA
10,EB,TUBEROSA
10,EB,TUBEROSA
10,EB,TUBEROSA
10,EB,TUBEROSA
10,EB,TUBEROSA
10,HS,INCARNATA
10,HS,SYRIACA
10,HS,SYRIACA
10,HS,SYRIACA
10,HS,SYRIACA
10,HS,SYRIACA
10,HS,TUBEROSA
10,HS,TUBEROSA
10,HS,TUBEROSA
10,HS,TUBEROSA
10,HS,TUBEROSA
10,JY,INCARNATA
10,JY,INCARNATA
10,JY,INCARNATA
10,JY,INCARNATA
10,JY,INCARNATA
10,JY,SYRIACA
10,JY,SYRIACA
10,JY,SYRIACA
10,JY,SYRIACA
10,JY,SYRIACA
10,JY,TUBEROSA
10,JY,TUBEROSA
10,JY,TUBEROSA
10,JY,TUBEROSA
10,JY,TUBEROSA
10,LP,INCARNATA
10,LP,INCARNATA
10,LP,INCARNATA
10,LP,INCARNATA
10,LP,INCARNATA
10,LP,SYRIACA
10,LP,SYRIACA
10,LP,SYRIACA
10,LP,SYRIACA
10,LP,SYRIACA
10,LP,TUBEROSA
10,ST,INCARNATA
10,ST,INCARNATA
10,ST,INCARNATA
10,ST,INCARNATA
10,ST,INCARNATA
10,ST,SYRIACA
10,ST,SYRIACA
10,ST,SYRIACA
10,ST,SYRIACA
10,ST,SYRIACA
10,ST,TUBEROSA
10,ST,TUBEROSA
10,ST,TUBEROSA
10,ST,TUBEROSA
10,ST,TUBEROSA
10,WE,SYRIACA
10,WE,SYRIACA
10,WE,SYRIACA
10,WE,SYRIACA
10,WE,SYRIACA
10,WE,TUBEROSA
10,WE,TUBEROSA
10,WE,TUBEROSA
10,WE,TUBEROSA
10,WE,TUBEROSA
11,AB,INCARNATA
11,AB,INCARNATA
11,AB,INCARNATA
11,AB,INCARNATA
11,AB,INCARNATA
11,AB,SYRIACA
11,AB,SYRIACA
11,AB,SYRIACA
11,AB,SYRIACA
11,AB,SYRIACA
11,AB,TUBEROSA
11,AB,TUBEROSA
11,AB,TUBEROSA
11,AB,TUBEROSA
11,AB,TUBEROSA
11,AN,INCARNATA
11,AN,INCARNATA
11,AN,INCARNATA
11,AN,INCARNATA
11,AN,INCARNATA
11,AN,SYRIACA
11,AN,SYRIACA
11,AN,SYRIACA
11,AN,SYRIACA
11,AN,SYRIACA
11,AN,TUBEROSA
11,AN,TUBEROSA
11,AN,TUBEROSA
11,AN,TUBEROSA
11,AN,TUBEROSA
11,AW,INCARNATA
11,AW,INCARNATA
11,AW,INCARNATA
11,AW,INCARNATA
11,AW,INCARNATA
11,AW,SYRIACA
11,AW,SYRIACA
11,AW,SYRIACA
11,AW,SYRIACA
11,AW,SYRIACA
11,AW,TUBEROSA
11,AW,TUBEROSA
11,AW,TUBEROSA
11,AW,TUBEROSA
11,AW,TUBEROSA
11,EB,INCARNATA
11,EB,INCARNATA
11,EB,INCARNATA
11,EB,SYRIACA
11,EB,SYRIACA
11,EB,SYRIACA
11,EB,SYRIACA
11,EB,SYRIACA
11,EB,TUBEROSA
11,EB,TUBEROSA
11,EB,TUBEROSA
11,EB,TUBEROSA
11,EB,TUBEROSA
11,HS,INCARNATA
11,HS,SYRIACA
11,HS,SYRIACA
11,HS,SYRIACA
11,HS,SYRIACA
11,HS,SYRIACA
11,HS,TUBEROSA
11,HS,TUBEROSA
11,HS,TUBEROSA
11,HS,TUBEROSA
11,HS,TUBEROSA
11,JY,INCARNATA
11,JY,INCARNATA
11,JY,INCARNATA
11,JY,INCARNATA
11,JY,INCARNATA
11,JY,SYRIACA
11,JY,SYRIACA
11,JY,SYRIACA
11,JY,SYRIACA
11,JY,SYRIACA
11,JY,TUBEROSA
11,JY,TUBEROSA
11,JY,TUBEROSA
11,JY,TUBEROSA
11,JY,TUBEROSA
11,LP,INCARNATA
11,LP,INCARNATA
11,LP,INCARNATA
11,LP,INCARNATA
11,LP,INCARNATA
11,LP,SYRIACA
11,LP,SYRIACA
11,LP,SYRIACA
11,LP,SYRIACA
11,LP,SYRIACA
11,LP,TUBEROSA
11,SH,INCARNATA
11,SH,INCARNATA
11,SH,INCARNATA
11,SH,INCARNATA
11,SH,INCARNATA
11,SH,SYRIACA
11,SH,SYRIACA
11,SH,SYRIACA
11,SH,SYRIACA
11,SH,SYRIACA
11,SH,TUBEROSA
11,SH,TUBEROSA
11,SH,TUBEROSA
11,SH,TUBEROSA
11,SH,TUBEROSA
11,ST,INCARNATA
11,ST,INCARNATA
11,ST,INCARNATA
11,ST,INCARNATA
11,ST,INCARNATA
11,ST,SYRIACA
11,ST,SYRIACA
11,ST,SYRIACA
11,ST,SYRIACA
11,ST,SYRIACA
11,ST,TUBEROSA
11,ST,TUBEROSA
11,ST,TUBEROSA
11,ST,TUBEROSA
11,ST,TUBEROSA
11,WE,SYRIACA
11,WE,SYRIACA
11,WE,SYRIACA
11,WE,SYRIACA
11,WE,SYRIACA
11,WE,TUBEROSA
11,WE,TUBEROSA
11,WE,TUBEROSA
11,WE,TUBEROSA
11,WE,TUBEROSA
12,AB,INCARNATA
12,AB,INCARNATA
12,AB,INCARNATA
12,AB,INCARNATA
12,AB,INCARNATA
12,AB,SYRIACA
12,AB,SYRIACA
12,AB,SYRIACA
12,AB,SYRIACA
12,AB,SYRIACA
12,AB,TUBEROSA
12,AB,TUBEROSA
12,AB,TUBEROSA
12,AB,TUBEROSA
12,AB,TUBEROSA
12,AN,INCARNATA
12,AN,INCARNATA
12,AN,INCARNATA
12,AN,INCARNATA
12,AN,INCARNATA
12,AN,SYRIACA
12,AN,SYRIACA
12,AN,SYRIACA
12,AN,SYRIACA
12,AN,SYRIACA
12,AN,TUBEROSA
12,AN,TUBEROSA
12,AN,TUBEROSA
12,AN,TUBEROSA
12,AN,TUBEROSA
12,AW,INCARNATA
12,AW,INCARNATA
12,AW,INCARNATA
12,AW,INCARNATA
12,AW,INCARNATA
12,AW,SYRIACA
12,AW,SYRIACA
12,AW,SYRIACA
12,AW,SYRIACA
12,AW,SYRIACA
12,AW,TUBEROSA
12,AW,TUBEROSA
12,AW,TUBEROSA
12,AW,TUBEROSA
12,AW,TUBEROSA
12,EB,INCARNATA
12,EB,INCARNATA
12,EB,INCARNATA
12,EB,SYRIACA
12,EB,SYRIACA
12,EB,SYRIACA
12,EB,SYRIACA
12,EB,SYRIACA
12,EB,TUBEROSA
12,EB,TUBEROSA
12,EB,TUBEROSA
12,EB,TUBEROSA
12,EB,TUBEROSA
12,HS,INCARNATA
12,HS,SYRIACA
12,HS,SYRIACA
12,HS,SYRIACA
12,HS,SYRIACA
12,HS,SYRIACA
12,HS,TUBEROSA
12,HS,TUBEROSA
12,HS,TUBEROSA
12,HS,TUBEROSA
12,HS,TUBEROSA
12,JY,INCARNATA
12,JY,INCARNATA
12,JY,INCARNATA
12,JY,INCARNATA
12,JY,INCARNATA
12,JY,SYRIACA
12,JY,SYRIACA
12,JY,SYRIACA
12,JY,SYRIACA
12,JY,SYRIACA
12,JY,TUBEROSA
12,JY,TUBEROSA
12,JY,TUBEROSA
12,JY,TUBEROSA
12,JY,TUBEROSA
12,LP,INCARNATA
12,LP,INCARNATA
12,LP,INCARNATA
12,LP,INCARNATA
12,LP,INCARNATA
12,LP,SYRIACA
12,LP,SYRIACA
12,LP,SYRIACA
12,LP,SYRIACA
12,LP,SYRIACA
12,LP,TUBEROSA
12,SH,INCARNATA
12,SH,INCARNATA
12,SH,INCARNATA
12,SH,INCARNATA
12,SH,INCARNATA
12,SH,SYRIACA
12,SH,SYRIACA
12,SH,SYRIACA
12,SH,SYRIACA
12,SH,SYRIACA
12,SH,TUBEROSA
12,SH,TUBEROSA
12,SH,TUBEROSA
12,SH,TUBEROSA
12,SH,TUBEROSA
12,ST,INCARNATA
12,ST,INCARNATA
12,ST,INCARNATA
12,ST,INCARNATA
12,ST,INCARNATA
12,ST,SYRIACA
12,ST,SYRIACA
12,ST,SYRIACA
12,ST,SYRIACA
12,ST,SYRIACA
12,ST,TUBEROSA
12,ST,TUBEROSA
12,ST,TUBEROSA
12,ST,TUBEROSA
12,ST,TUBEROSA
12,WE,SYRIACA
12,WE,SYRIACA
12,WE,SYRIACA
12,WE,SYRIACA
12,WE,SYRIACA
12,WE,TUBEROSA
12,WE,TUBEROSA
12,WE,TUBEROSA
12,WE,TUBEROSA
12,WE,TUBEROSA
13,AB,INCARNATA
13,AB,INCARNATA
13,AB,INCARNATA
13,AB,INCARNATA
13,AB,INCARNATA
13,AB,SYRIACA
13,AB,SYRIACA
13,AB,SYRIACA
13,AB,SYRIACA
13,AB,SYRIACA
13,AB,TUBEROSA
13,AB,TUBEROSA
13,AB,TUBEROSA
13,AB,TUBEROSA
13,AB,TUBEROSA
13,AN,INCARNATA
13,AN,INCARNATA
13,AN,INCARNATA
13,AN,INCARNATA
13,AN,INCARNATA
13,AN,SYRIACA
13,AN,SYRIACA
13,AN,SYRIACA
13,AN,SYRIACA
13,AN,SYRIACA
13,AN,TUBEROSA
13,AN,TUBEROSA
13,AN,TUBEROSA
13,AN,TUBEROSA
13,AN,TUBEROSA
13,AW,INCARNATA
13,AW,INCARNATA
13,AW,INCARNATA
13,AW,INCARNATA
13,AW,INCARNATA
13,AW,SYRIACA
13,AW,SYRIACA
13,AW,SYRIACA
13,AW,SYRIACA
13,AW,SYRIACA
13,AW,TUBEROSA
13,AW,TUBEROSA
13,AW,TUBEROSA
13,AW,TUBEROSA
13,AW,TUBEROSA
13,EB,INCARNATA
13,EB,INCARNATA
13,EB,INCARNATA
13,EB,SYRIACA
13,EB,SYRIACA
13,EB,SYRIACA
13,EB,SYRIACA
13,EB,SYRIACA
13,EB,TUBEROSA
13,EB,TUBEROSA
13,EB,TUBEROSA
13,EB,TUBEROSA
13,EB,TUBEROSA
13,HS,INCARNATA
13,HS,SYRIACA
13,HS,SYRIACA
13,HS,SYRIACA
13,HS,SYRIACA
13,HS,SYRIACA
13,HS,TUBEROSA
13,HS,TUBEROSA
13,HS,TUBEROSA
13,HS,TUBEROSA
13,HS,TUBEROSA
13,JY,INCARNATA
13,JY,INCARNATA
13,JY,INCARNATA
13,JY,INCARNATA
13,JY,INCARNATA
13,JY,SYRIACA
13,JY,SYRIACA
13,JY,SYRIACA
13,JY,SYRIACA
13,JY,SYRIACA
13,JY,TUBEROSA
13,JY,TUBEROSA
13,JY,TUBEROSA
13,JY,TUBEROSA
13,JY,TUBEROSA
13,LP,INCARNATA
13,LP,INCARNATA
13,LP,INCARNATA
13,LP,INCARNATA
13,LP,INCARNATA
13,LP,SYRIACA
13,LP,SYRIACA
13,LP,SYRIACA
13,LP,SYRIACA
13,LP,SYRIACA
13,LP,TUBEROSA
13,SH,INCARNATA
13,SH,INCARNATA
13,SH,INCARNATA
13,SH,INCARNATA
13,SH,INCARNATA
13,SH,SYRIACA
13,SH,SYRIACA
13,SH,SYRIACA
13,SH,SYRIACA
13,SH,SYRIACA
13,SH,TUBEROSA
13,SH,TUBEROSA
13,SH,TUBEROSA
13,SH,TUBEROSA
13,SH,TUBEROSA
13,ST,INCARNATA
13,ST,INCARNATA
13,ST,INCARNATA
13,ST,INCARNATA
13,ST,INCARNATA
13,ST,SYRIACA
13,ST,SYRIACA
13,ST,SYRIACA
13,ST,SYRIACA
13,ST,SYRIACA
13,ST,TUBEROSA
13,ST,TUBEROSA
13,WE,SYRIACA
13,WE,SYRIACA
13,WE,SYRIACA
13,WE,SYRIACA
13,WE,SYRIACA
13,WE,TUBEROSA
13,WE,TUBEROSA
13,WE,TUBEROSA
13,WE,TUBEROSA
13,WE,TUBEROSA